PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
201943,Brandon,Jennings,Brandon Jennings,"Jennings, Brandon",B. Jennings,brandon-jennings,1989-09-23T00:00:00,Virtus Roma,USA,Virtus Roma/USA,6-1,170.0,9,11.0,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,brandon_jennings,2009.0,2017.0,Y,Y,Y,2009,1,10,N
201944,Terrence,Williams,Terrence Williams,"Williams, Terrence",T. Williams,terrence-williams,1987-06-28T00:00:00,Louisville,USA,Louisville/USA,6-6,220.0,5,55.0,Guard-Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,terrence_williams,2009.0,2012.0,Y,Y,Y,2009,1,11,N
201945,Gerald,Henderson,Gerald Henderson,"Henderson, Gerald",G. Henderson,gerald-henderson,1987-12-09T00:00:00,Duke,USA,Duke/USA,6-5,215.0,9,12.0,Guard,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,gerald_henderson,2009.0,2016.0,N,Y,Y,2009,1,12,N
201946,Tyler,Hansbrough,Tyler Hansbrough,"Hansbrough, Tyler",T. Hansbrough,tyler-hansbrough,1985-11-03T00:00:00,North Carolina,USA,North Carolina/USA,,,8,,,Inactive,N,0,,,,,tyler_hansbrough,2009.0,2017.0,Y,Y,Y,2009,1,13,N
201947,Earl,Clark,Earl Clark,"Clark, Earl",E. Clark,earl-clark,1988-01-17T00:00:00,Louisville,USA,Louisville/USA,6-10,234.0,6,55.0,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,earl_clark,2009.0,2014.0,Y,Y,Y,2009,1,14,N
201948,Austin,Daye,Austin Daye,"Daye, Austin",A. Daye,austin-daye,1988-06-05T00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,220.0,7,3.0,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,austin_daye,2009.0,2014.0,Y,Y,Y,2009,1,15,N
201949,James,Johnson,James Johnson,"Johnson, James",J. Johnson,james-johnson,1987-02-20T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,240.0,12,16.0,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,james_johnson,2009.0,2021.0,Y,Y,Y,2009,1,16,N
201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,jrue-holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-3,205.0,12,21.0,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jrue_holiday,2009.0,2021.0,N,Y,Y,2009,1,17,N
201951,Ty,Lawson,Ty Lawson,"Lawson, Ty",T. Lawson,ty-lawson,1987-11-03T00:00:00,North Carolina,USA,North Carolina/USA,5-11,195.0,10,4.0,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,ty_lawson,2009.0,2017.0,N,Y,Y,2009,1,18,N
201952,Jeff,Teague,Jeff Teague,"Teague, Jeff",J. Teague,jeff-teague,1988-06-10T00:00:00,Wake Forest,USA,Wake Forest/USA,6-3,195.0,13,5.0,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,jeff_teague,2009.0,2020.0,N,Y,Y,2009,1,19,N
201953,Eric,Maynor,Eric Maynor,"Maynor, Eric",E. Maynor,eric-maynor,1987-06-11T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-3,175.0,5,,Guard,Inactive,N,0,,,,,eric_maynor,2009.0,2013.0,N,Y,Y,2009,1,20,N
201954,Darren,Collison,Darren Collison,"Collison, Darren",D. Collison,darren-collison,1987-08-23T00:00:00,UCLA,USA,UCLA/USA,6-0,160.0,10,,Guard,Inactive,Y,0,,,,,darren_collison,2009.0,2021.0,N,Y,Y,2009,1,21,N
201956,Omri,Casspi,Omri Casspi,"Casspi, Omri",O. Casspi,omri-casspi,1988-06-22T00:00:00,Maccabi Tel Aviv,Israel,Maccabi Tel Aviv/Israel,6-9,225.0,10,,Forward,Inactive,N,0,,,,,omri_casspi,2009.0,2018.0,N,Y,Y,2009,1,23,N
201957,Byron,Mullens,Byron Mullens,"Mullens, Byron",B. Mullens,byron-mullens,1989-02-14T00:00:00,Ohio State,USA,Ohio State/USA,7-0,275.0,5,30.0,Center,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,byron_mullens,2009.0,2013.0,Y,Y,Y,2009,1,24,N
201958,Rodrigue,Beaubois,Rodrigue Beaubois,"Beaubois, Rodrigue",R. Beaubois,rodrigue-beaubois,1988-02-24T00:00:00,Cholet,France,Cholet/France,6-2,185.0,5,3.0,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,rodrigue_beaubois,2009.0,2012.0,N,Y,Y,2009,1,25,N
201959,Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,taj-gibson,1985-06-24T00:00:00,Southern California,USA,Southern California/USA,6-9,232.0,12,67.0,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,taj_gibson,2009.0,2021.0,N,Y,Y,2009,1,26,N
201960,DeMarre,Carroll,DeMarre Carroll,"Carroll, DeMarre",D. Carroll,demarre-carroll,1986-07-27T00:00:00,Missouri,USA,Missouri/USA,6-6,215.0,12,9.0,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,demarre_carroll,2009.0,2019.0,Y,Y,Y,2009,1,27,N
201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,1987-11-29T00:00:00,North Carolina,USA,North Carolina/USA,6-4,207.0,12,2.0,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,wayne_ellington,2009.0,2021.0,N,Y,Y,2009,1,28,N
201962,Toney,Douglas,Toney Douglas,"Douglas, Toney",T. Douglas,toney-douglas,1986-03-16T00:00:00,Florida State,USA,Florida State/USA,6-2,195.0,8,,Guard,Inactive,N,0,,,,,toney_douglas,2009.0,2016.0,N,Y,Y,2009,1,29,N
201964,Victor,Claver,Victor Claver,"Claver, Victor",V. Claver,victor-claver,1988-08-30T00:00:00,Valenica,Spain,Valencia/Spain,,,3,,,Inactive,N,0,,,,,victor_claver,2012.0,2016.0,Y,Y,Y,2009,1,22,N
201965,Jeff,Ayres,Jeff Ayres,"Ayres, Jeff",J. Ayres,jeff-ayres,1987-04-29T00:00:00,Arizona State,USA,Arizona State/USA,6-9,250.0,7,19.0,Forward-Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,jeff_ayres,2009.0,2015.0,Y,Y,Y,2009,2,31,N
201966,Jermaine,Taylor,Jermaine Taylor,"Taylor, Jermaine",J. Taylor,jermaine-taylor,1986-12-08T00:00:00,Central Florida,USA,Central Florida/USA,6-4,210.0,2,,Guard,Inactive,N,0,,,,,jermaine_taylor,2009.0,2010.0,Y,Y,Y,2009,2,32,N
201967,Dante,Cunningham,Dante Cunningham,"Cunningham, Dante",D. Cunningham,dante-cunningham,1987-04-22T00:00:00,Villanova,USA,Villanova/USA,6-8,230.0,11,33.0,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,dante_cunningham,2009.0,2018.0,N,Y,Y,2009,2,33,N
201969,DaJuan,Summers,DaJuan Summers,"Summers, DaJuan",D. Summers,dajuan-summers,1988-01-24T00:00:00,Georgetown,USA,Georgetown/USA,6-8,240.0,5,35.0,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,dajuan_summers,2009.0,2012.0,Y,Y,Y,2009,2,35,N
201970,Sam,Young,Sam Young,"Young, Sam",S. Young,sam-young,1985-06-01T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-6,225.0,5,4.0,Forward-Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,sam_young,2009.0,2012.0,N,Y,Y,2009,2,36,N
201971,DeJuan,Blair,DeJuan Blair,"Blair, DeJuan",D. Blair,dejuan-blair,1989-04-22T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-7,270.0,7,,Center-Forward,Inactive,N,0,,,,,dejuan_blair,2009.0,2015.0,Y,Y,Y,2009,2,37,N
201973,Jonas,Jerebko,Jonas Jerebko,"Jerebko, Jonas",J. Jerebko,jonas-jerebko,1987-03-02T00:00:00,,Sweden,Angelico Biella/Sweden,6-10,231.0,10,21.0,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jonas_jerebko,2009.0,2018.0,N,Y,Y,2009,2,39,N
201974,Derrick,Brown,Derrick Brown,"Brown, Derrick",D. Brown,derrick-brown,1987-09-08T00:00:00,Xavier,USA,Xavier/USA,6-8,233.0,4,4.0,Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,derrick_brown,2009.0,2011.0,N,Y,Y,2009,2,40,N
201975,Jodie,Meeks,Jodie Meeks,"Meeks, Jodie",J. Meeks,jodie-meeks,1987-08-21T00:00:00,Kentucky,USA,Kentucky/USA,6-4,210.0,11,20.0,Guard,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,jodie_meeks,2009.0,2018.0,N,Y,Y,2009,2,41,N
201976,Patrick,Beverley,Patrick Beverley,"Beverley, Patrick",P. Beverley,patrick-beverley,1988-07-12T00:00:00,Arkansas,USA,Arkansas/USA,6-1,180.0,9,22.0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,patrick_beverley,2012.0,2021.0,Y,Y,Y,2009,2,42,N
201977,Marcus,Thornton,Marcus Thornton,"Thornton, Marcus",M. Thornton,marcus-thornton,1987-06-05T00:00:00,Louisiana State,USA,Louisiana State/USA,6-4,205.0,8,,Guard-Forward,Inactive,N,0,,,,,marcus_thornton,2009.0,2016.0,Y,Y,Y,2009,2,43,N
201978,Chase,Budinger,Chase Budinger,"Budinger, Chase",C. Budinger,chase-budinger,1988-05-22T00:00:00,Arizona,USA,Arizona/USA,6-7,209.0,8,10.0,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,chase_budinger,2009.0,2015.0,N,Y,Y,2009,2,44,N
201979,Nick,Calathes,Nick Calathes,"Calathes, Nick",N. Calathes,nick-calathes,1989-02-07T00:00:00,Florida,USA,Florida/USA,6-6,213.0,2,12.0,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,nick_calathes,2013.0,2014.0,N,Y,Y,2009,2,45,N
201980,Danny,Green,Danny Green,"Green, Danny",D. Green,danny-green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215.0,12,14.0,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,danny_green,2009.0,2021.0,Y,Y,Y,2009,2,46,N
201985,AJ,Price,AJ Price,"Price, AJ",A. Price,aj-price,1986-10-07T00:00:00,Connecticut,USA,Connecticut/USA,6-2,195.0,6,,Guard,Inactive,N,0,,,,,aj_price,2009.0,2014.0,N,Y,Y,2009,2,52,N
201986,Nando,De Colo,Nando De Colo,"De Colo, Nando",N. De Colo,nando-de-colo,1987-06-23T00:00:00,France,France,Valencia/France,6-5,195.0,3,3.0,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,nando_de colo,2012.0,2013.0,Y,Y,Y,2009,2,53,N
201988,Patty,Mills,Patty Mills,"Mills, Patty",P. Mills,patty-mills,1988-08-11T00:00:00,St.Mary's College of California,Australia,St.Mary's College of California/Australia,6-0,180.0,12,8.0,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,patty_mills,2009.0,2021.0,Y,Y,Y,2009,2,55,N
201991,Lester,Hudson,Lester Hudson,"Hudson, Lester",L. Hudson,lester-hudson,1984-08-07T00:00:00,Tennessee-Martin,USA,Tennessee-Martin/USA,6-3,190.0,5,14.0,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,lester_hudson,2009.0,2014.0,Y,Y,Y,2009,2,58,N
201993,Robert,Dozier,Robert Dozier,"Dozier, Robert",R. Dozier,robert-dozier,1985-11-26T00:00:00,Memphis,,Memphis,,,0,,,Inactive,N,0,,,,,robert_dozier,,,N,N,Y,2009,2,60,N
202066,Garrett,Temple,Garrett Temple,"Temple, Garrett",G. Temple,garrett-temple,1986-05-08T00:00:00,Louisiana State,USA,Louisiana State/USA,6-5,195.0,11,41.0,Guard-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,garrett_temple,2009.0,2021.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202068,Marcus,Landry,Marcus Landry,"Landry, Marcus",M. Landry,marcus-landry,1985-11-01T00:00:00,Wisconsin,USA,Wisconsin/USA,6-7,230.0,2,,Forward,Inactive,N,0,,,,,marcus_landry,2009.0,2009.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202070,Tony,Gaffney,Tony Gaffney,"Gaffney, Tony",T. Gaffney,tony-gaffney,1984-11-14T00:00:00,Massachusetts,USA,Massachusetts/USA,6-8,205.0,1,,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,tony_gaffney,2009.0,2009.0,Y,N,Y,Undrafted,Undrafted,Undrafted,N
202075,Luke,Nevill,Luke Nevill,"Nevill, Luke",L. Nevill,luke-nevill,1986-02-19T00:00:00,Utah,,Utah/Australia,,,0,,,Inactive,N,0,,,,,luke_nevill,,,Y,N,Y,Undrafted,Undrafted,Undrafted,N
202077,Jerel,McNeal,Jerel McNeal,"McNeal, Jerel",J. McNeal,jerel-mcneal,1987-06-01T00:00:00,Marquette,USA,Marquette/USA,6-3,200.0,3,8.0,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,jerel_mcneal,2012.0,2014.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202083,Wesley,Matthews,Wesley Matthews,"Matthews, Wesley",W. Matthews,wesley-matthews,1986-10-14T00:00:00,Marquette,USA,Marquette/USA,6-4,220.0,12,23.0,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,wesley_matthews,2009.0,2021.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
202087,Alonzo,Gee,Alonzo Gee,"Gee, Alonzo",A. Gee,alonzo-gee,1987-05-29T00:00:00,Alabama,USA,Alabama/USA,6-6,225.0,8,,Forward,Inactive,N,0,,,,,alonzo_gee,2009.0,2016.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202091,Dionte,Christmas,Dionte Christmas,"Christmas, Dionte",D. Christmas,dionte-christmas,1986-09-15T00:00:00,Temple,USA,Temple/USA,,,2,,,Inactive,N,0,,,,,dionte_christmas,2013.0,2016.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202130,Reggie,Williams,Reggie Williams,"Williams, Reggie",R. Williams,reggie-williams,1986-09-14T00:00:00,Virginia Military Institute,USA,Virginia Military Institute/USA,6-6,205.0,7,,Forward,Inactive,N,0,,,,,reggie_williams,2009.0,2016.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202148,Mickell,Gladness,Mickell Gladness,"Gladness, Mickell",M. Gladness,mickell-gladness,1986-07-26T00:00:00,Alabama A&M,USA,Alabama A&M/USA,6-11,220.0,2,32.0,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,mickell_gladness,2011.0,2011.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202178,Sundiata,Gaines,Sundiata Gaines,"Gaines, Sundiata",S. Gaines,sundiata-gaines,1986-04-18T00:00:00,Georgia,USA,Georgia/USA,6-1,200.0,4,1.0,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,sundiata_gaines,2009.0,2011.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202197,Shane,Edwards,Shane Edwards,"Edwards, Shane",S. Edwards,shane-edwards,1987-05-31T00:00:00,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,6-7,220.0,1,,Forward,Inactive,N,0,,,,,shane_edwards,2013.0,2013.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202221,Brian,Butch,Brian Butch,"Butch, Brian",B. Butch,brian-butch,1984-12-22T00:00:00,Wisconsin,USA,Wisconsin/USA,6-11,240.0,1,43.0,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,brian_butch,2009.0,2009.0,Y,N,Y,Undrafted,Undrafted,Undrafted,N
202227,Terrel,Harris,Terrel Harris,"Harris, Terrel",T. Harris,terrel-harris,1987-08-10T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-4,190.0,3,12.0,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,terrel_harris,2011.0,2012.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202322,John,Wall,John Wall,"Wall, John",J. Wall,john-wall,1990-09-06T00:00:00,Kentucky,USA,Kentucky/USA,6-3,210.0,10,1.0,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,john_wall,2010.0,2021.0,N,Y,Y,2010,1,1,N
202323,Evan,Turner,Evan Turner,"Turner, Evan",E. Turner,evan-turner,1988-10-27T00:00:00,Ohio State,USA,Ohio State/USA,6-6,220.0,11,1.0,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,evan_turner,2010.0,2019.0,N,Y,Y,2010,1,2,N
202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,1991-07-15T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265.0,11,15.0,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,derrick_favors,2010.0,2021.0,N,Y,Y,2010,1,3,N
202325,Wesley,Johnson,Wesley Johnson,"Johnson, Wesley",W. Johnson,wesley-johnson,1987-07-11T00:00:00,Syracuse,USA,Syracuse/USA,6-7,215.0,10,4.0,Forward-Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,wesley_johnson,2010.0,2018.0,N,Y,Y,2010,1,4,N
202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,demarcus-cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,6-10,270.0,10,,Center,Inactive,Y,0,,,,,demarcus_cousins,2010.0,2021.0,N,Y,Y,2010,1,5,N
202327,Ekpe,Udoh,Ekpe Udoh,"Udoh, Ekpe",E. Udoh,ekpe-udoh,1987-05-20T00:00:00,Baylor,USA,Baylor/USA,6-10,245.0,8,33.0,Center-Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,ekpe_udoh,2010.0,2018.0,N,Y,Y,2010,1,6,N
202328,Greg,Monroe,Greg Monroe,"Monroe, Greg",G. Monroe,greg-monroe,1990-06-04T00:00:00,Georgetown,USA,Georgetown/USA,6-10,250.0,9,55.0,Forward-Center,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,greg_monroe,2010.0,2021.0,Y,Y,Y,2010,1,7,N
202329,Al-Farouq,Aminu,Al-Farouq Aminu,"Aminu, Al-Farouq",A. Aminu,al-farouq-aminu,1990-09-21T00:00:00,Wake Forest,USA,Wake Forest/USA,6-8,220.0,12,5.0,Forward,Inactive,Y,1610612757,Trail Blazers,POR,blazers,Portland,al-farouq_aminu,2010.0,2020.0,N,Y,Y,2010,1,8,N
202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,gordon-hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225.0,11,20.0,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,gordon_hayward,2010.0,2021.0,N,Y,Y,2010,1,9,N
202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220.0,11,13.0,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,paul_george,2010.0,2021.0,N,Y,Y,2010,1,10,N
202332,Cole,Aldrich,Cole Aldrich,"Aldrich, Cole",C. Aldrich,cole-aldrich,1988-10-31T00:00:00,Kansas,USA,Kansas/USA,6-11,253.0,9,45.0,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,cole_aldrich,2010.0,2017.0,Y,Y,Y,2010,1,11,N
202333,Xavier,Henry,Xavier Henry,"Henry, Xavier",X. Henry,xavier-henry,1991-03-15T00:00:00,Kansas,USA,Kansas/USA,6-6,220.0,6,,Forward-Guard,Inactive,N,0,,,,,xavier_henry,2010.0,2014.0,Y,Y,Y,2010,1,12,N
202334,Ed,Davis,Ed Davis,"Davis, Ed",E. Davis,ed-davis,1989-06-05T00:00:00,North Carolina,USA,North Carolina/USA,6-9,218.0,11,21.0,Center-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ed_davis,2010.0,2021.0,Y,Y,Y,2010,1,13,N
202335,Patrick,Patterson,Patrick Patterson,"Patterson, Patrick",P. Patterson,patrick-patterson,1989-03-14T00:00:00,Kentucky,USA,Kentucky/USA,6-8,235.0,12,54.0,Forward,Inactive,Y,1610612761,Raptors,TOR,raptors,Toronto,patrick_patterson,2010.0,2020.0,Y,Y,Y,2010,1,14,N
202336,Larry,Sanders,Larry Sanders,"Sanders, Larry",L. Sanders,larry-sanders,1988-11-21T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-11,230.0,6,,Forward-Center,Inactive,N,0,,,,,larry_sanders,2010.0,2016.0,Y,Y,Y,2010,1,15,N
202337,Luke,Babbitt,Luke Babbitt,"Babbitt, Luke",L. Babbitt,luke-babbitt,1989-06-20T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-9,225.0,9,22.0,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,luke_babbitt,2010.0,2017.0,Y,Y,Y,2010,1,16,N
202338,Kevin,Seraphin,Kevin Seraphin,"Seraphin, Kevin",K. Seraphin,kevin-seraphin,1989-12-07T00:00:00,Cholet,France,Cholet/France,6-10,278.0,8,1.0,Forward-Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,kevin_seraphin,2010.0,2016.0,N,Y,Y,2010,1,17,N
202339,Eric,Bledsoe,Eric Bledsoe,"Bledsoe, Eric",E. Bledsoe,eric-bledsoe,1989-12-09T00:00:00,Kentucky,USA,Kentucky/USA,6-1,214.0,11,12.0,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,eric_bledsoe,2010.0,2021.0,Y,Y,Y,2010,1,18,N
202340,Avery,Bradley,Avery Bradley,"Bradley, Avery",A. Bradley,avery-bradley,1990-11-26T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-3,180.0,11,20.0,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,avery_bradley,2010.0,2021.0,Y,Y,Y,2010,1,19,N
202341,James,Anderson,James Anderson,"Anderson, James",J. Anderson,james-anderson,1989-03-25T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,213.0,6,5.0,Guard-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,james_anderson,2010.0,2015.0,Y,Y,Y,2010,1,20,N
202343,Elliot,Williams,Elliot Williams,"Williams, Elliot",E. Williams,elliot-williams,1989-06-20T00:00:00,Memphis,USA,Memphis/USA,6-5,190.0,6,,Guard,Inactive,N,0,,,,,elliot_williams,2010.0,2015.0,Y,Y,Y,2010,1,22,N
202344,Trevor,Booker,Trevor Booker,"Booker, Trevor",T. Booker,trevor-booker,1987-11-25T00:00:00,Clemson,USA,Clemson/USA,6-8,228.0,8,20.0,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,trevor_booker,2010.0,2017.0,N,Y,Y,2010,1,23,N
202345,Damion,James,Damion James,"James, Damion",D. James,damion-james,1987-10-07T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-7,225.0,4,7.0,Forward,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,damion_james,2010.0,2013.0,Y,Y,Y,2010,1,24,N
202346,Dominique,Jones,Dominique Jones,"Jones, Dominique",D. Jones,dominique-jones,1988-10-15T00:00:00,South Florida,USA,South Florida/USA,6-5,215.0,3,,Guard,Inactive,N,0,,,,,dominique_jones,2010.0,2012.0,Y,Y,Y,2010,1,25,N
202347,Quincy,Pondexter,Quincy Pondexter,"Pondexter, Quincy",Q. Pondexter,quincy-pondexter,1988-03-10T00:00:00,Washington,USA,Washington/USA,6-7,230.0,8,3.0,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,quincy_pondexter,2010.0,2018.0,N,Y,Y,2010,1,26,N
202348,Jordan,Crawford,Jordan Crawford,"Crawford, Jordan",J. Crawford,jordan-crawford,1988-10-23T00:00:00,Xavier,USA,Xavier/USA,6-5,195.0,6,27.0,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,jordan_crawford,2010.0,2017.0,Y,Y,Y,2010,1,27,N
202349,Greivis,Vasquez,Greivis Vasquez,"Vasquez, Greivis",G. Vasquez,greivis-vasquez,1987-01-16T00:00:00,Maryland,Venezuela,Maryland/Venezuela,6-6,217.0,7,,Guard,Inactive,N,0,,,,,greivis_vasquez,2010.0,2016.0,N,Y,Y,2010,1,28,N
202350,Daniel,Orton,Daniel Orton,"Orton, Daniel",D. Orton,daniel-orton,1990-08-06T00:00:00,Kentucky,USA,Kentucky/USA,6-10,275.0,3,,Center,Inactive,N,0,,,,,daniel_orton,2010.0,2013.0,Y,Y,Y,2010,1,29,N
202351,Lazar,Hayward,Lazar Hayward,"Hayward, Lazar",L. Hayward,lazar-hayward,1986-11-26T00:00:00,Marquette,USA,Marquette/USA,6-6,225.0,4,,Forward,Inactive,N,0,,,,,lazar_hayward,2010.0,2012.0,Y,Y,Y,2010,1,30,N
202353,Tibor,Pleiss,Tibor Pleiss,"Pleiss, Tibor",T. Pleiss,tibor-pleiss,1989-11-02T00:00:00,FC Barcelona,Germany,FC Barcelona/Germany,7-3,256.0,2,21.0,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,tibor_pleiss,2015.0,2015.0,Y,Y,Y,2010,2,31,N
202354,Dexter,Pittman,Dexter Pittman,"Pittman, Dexter",D. Pittman,dexter-pittman,1988-03-02T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-11,285.0,4,,Center,Inactive,N,0,,,,,dexter_pittman,2010.0,2013.0,Y,Y,Y,2010,2,32,N
202355,Hassan,Whiteside,Hassan Whiteside,"Whiteside, Hassan",H. Whiteside,hassan-whiteside,1989-06-13T00:00:00,Marshall,USA,Marshall/USA,7-0,265.0,9,21.0,Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,hassan_whiteside,2010.0,2021.0,Y,Y,Y,2010,2,33,N
202356,Armon,Johnson,Armon Johnson,"Johnson, Armon",A. Johnson,armon-johnson,1989-02-23T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-3,195.0,3,7.0,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,armon_johnson,2010.0,2011.0,Y,Y,Y,2010,2,34,N
202357,Nemanja,Bjelica,Nemanja Bjelica,"Bjelica, Nemanja",N. Bjelica,nemanja-bjelica,1988-05-09T00:00:00,Fenerbahce,Serbia,Fenerbahce/Serbia,6-9,234.0,6,8.0,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,nemanja_bjelica,2015.0,2021.0,N,Y,Y,2010,2,35,N
